DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
1,1,3,9,21,1,1,1,1,1,1
28,0,1,6,35,0,0,0,1,0,1
49,1,9,5,52,0,0,1,1,1,1
39,1,8,10,99,0,1,0,0,1,1
14,1,4,10,71,1,1,0,0,1,1
21,0,8,5,2,0,0,1,1,1,1
30,1,5,8,61,0,1,1,0,0,1
21,1,3,1,28,0,0,1,1,0,1
49,0,1,5,72,0,0,0,0,1,1
9,1,10,1,7,1,0,0,1,1,1
17,1,5,7,93,1,0,0,0,1,1
5,1,6,7,75,0,1,0,1,1,1
31,0,4,10,45,0,1,0,1,1,1
40,0,7,8,91,1,1,0,0,0,1
38,0,3,7,55,1,1,1,1,1,1
43,0,7,9,48,1,0,1,1,1,1
19,1,1,8,42,1,0,0,1,0,1
36,0,7,8,9,1,0,1,1,1,1
50,0,1,3,12,1,0,1,0,0,1
33,0,1,10,56,0,1,0,1,1,1
13,1,2,4,1,0,0,1,0,1,1
14,1,2,4,64,1,0,0,1,1,1
33,1,4,1,85,1,1,1,1,0,1
29,0,1,6,96,1,1,0,0,1,1
43,1,4,2,79,0,0,1,1,1,1
49,1,2,9,41,1,0,1,0,0,1
36,0,4,1,57,0,1,0,1,1,1
44,1,4,1,92,0,1,0,1,1,1
10,0,9,10,9,1,1,1,1,1,1
31,0,9,6,62,1,0,0,1,1,1
6,1,1,1,70,0,0,1,0,0,1
1,0,5,3,60,0,0,0,1,1,1
7,0,7,10,0,0,1,1,1,1,1
27,0,4,2,25,1,1,1,1,0,1
21,0,5,9,4,1,1,0,1,1,1
28,0,2,5,34,1,0,0,0,0,1
16,0,3,6,12,0,0,1,1,1,1
46,1,7,2,26,1,1,0,0,0,1
23,0,10,8,11,1,1,1,1,0,1
20,0,7,6,93,1,1,0,0,0,1
38,0,4,8,49,0,0,0,1,0,1
25,0,1,8,95,1,0,0,0,0,1
28,1,1,1,58,1,1,0,1,0,1
5,1,4,7,30,1,1,1,0,0,1
21,0,4,2,68,1,0,0,0,0,1
18,1,6,8,36,1,1,1,1,1,1
47,0,7,2,1,0,1,1,1,0,1
6,0,9,4,70,0,1,1,1,0,1
29,0,9,2,64,0,0,0,0,1,1
19,0,10,7,2,0,0,1,0,1,1
33,1,5,5,19,0,0,1,1,0,1
1,1,10,9,1,1,0,0,0,1,1
45,0,3,5,41,0,0,0,1,0,1
3,0,3,8,42,0,0,1,0,0,1
42,1,6,2,20,1,0,0,1,1,1
21,1,1,3,44,0,1,1,0,1,1
35,0,7,6,95,0,1,1,1,0,1
41,1,3,7,19,0,0,1,0,1,1
40,0,5,10,42,0,1,1,1,1,1
3,1,7,8,49,1,0,0,0,0,1
25,1,7,3,94,1,0,1,1,0,1
45,1,9,7,42,0,0,0,0,1,1
38,1,1,8,96,0,1,0,1,1,1
45,0,3,10,23,1,0,1,1,0,1
20,0,9,6,81,0,1,1,0,0,1
44,1,8,4,83,1,0,1,1,1,1
45,0,2,6,59,1,1,0,0,1,1
34,1,8,9,31,0,0,0,1,0,1
21,1,8,3,4,0,1,0,0,1,1
48,0,2,2,1,0,0,1,1,0,1
23,0,8,5,25,0,1,1,0,1,1
6,0,3,7,24,0,1,1,1,1,1
13,1,7,3,49,0,1,0,1,1,1
49,0,9,5,85,0,0,0,0,0,1
23,0,4,4,38,0,1,1,0,0,1
9,0,6,7,85,0,0,1,1,1,1
17,0,9,2,74,0,0,0,1,1,1
2,1,5,7,10,1,1,1,0,0,1
19,1,1,2,62,0,1,1,0,1,1
19,1,3,3,67,0,1,1,0,0,1
7,1,9,5,96,1,1,0,1,0,1
42,1,3,7,17,1,0,0,0,1,1
42,1,10,6,94,0,1,1,0,0,1
20,1,2,7,27,1,1,0,0,0,1
9,0,4,6,41,0,0,0,1,1,1
17,1,5,1,59,1,1,1,0,1,1
27,1,7,5,21,1,0,1,0,1,1
47,1,7,1,39,1,1,1,0,1,1
2,1,9,7,61,0,1,1,0,1,1
36,0,8,4,2,1,1,1,1,1,1
19,1,2,5,70,1,1,0,1,1,1
17,1,8,1,62,1,0,0,0,1,1
5,0,8,8,19,1,1,0,0,1,1
39,1,5,4,70,1,0,0,1,0,1
18,1,3,3,70,1,0,0,1,0,1
7,1,9,1,92,0,1,1,1,0,1
17,1,7,4,25,0,1,1,1,1,1
39,1,1,3,40,0,1,1,1,0,1
36,1,8,8,2,1,1,1,1,1,1
40,1,10,9,42,1,1,0,0,0,1
45,0,5,5,16,1,0,1,0,0,1
4,0,6,9,83,0,0,1,0,0,1
38,1,9,1,97,1,1,1,0,1,1
25,0,10,7,52,1,1,1,1,1,1
5,1,8,7,51,1,0,1,0,0,1
30,0,3,6,32,1,0,0,1,1,1
12,1,5,4,79,1,1,1,1,1,1
4,0,4,9,59,1,0,0,1,1,1
24,1,1,3,86,0,1,0,0,1,1
29,0,5,1,67,0,0,1,1,0,1
9,0,10,2,55,0,1,0,0,0,1
4,1,7,3,63,1,1,0,1,1,1
24,1,1,2,96,0,1,1,0,1,1
14,0,4,6,7,1,0,0,1,1,1
5,0,6,7,68,1,0,0,0,0,1
18,1,9,5,32,0,0,1,1,0,1
42,0,8,5,24,1,0,1,1,1,1
19,1,2,7,70,0,1,1,0,0,1
12,0,3,6,6,0,1,0,1,1,1
18,0,10,8,58,0,0,0,0,1,1
17,1,5,9,32,1,0,0,0,1,1
30,1,7,2,40,1,1,0,1,1,1
24,1,3,2,32,1,1,1,0,1,1
11,0,7,1,28,0,0,1,0,0,1
35,0,5,7,38,0,0,0,0,0,1
23,0,10,4,56,0,0,0,1,0,1
17,1,6,9,95,1,1,0,1,0,1
1,0,6,6,100,1,1,0,0,0,1
15,0,4,7,92,1,1,1,0,1,1
32,1,8,7,63,1,1,0,1,0,1
9,0,9,8,85,0,0,1,1,1,1
15,0,2,4,65,1,1,1,0,0,1
28,1,9,3,8,1,0,1,1,0,1
24,1,4,3,28,0,1,0,0,0,1
35,1,6,10,96,1,0,1,0,0,1
22,1,7,8,73,1,0,1,1,0,1
27,1,4,3,27,0,1,0,0,0,1
19,1,8,8,52,1,0,0,0,1,1
45,1,10,2,45,0,0,1,1,1,1
12,1,8,5,38,1,1,0,1,0,1
20,1,1,5,75,0,0,0,1,0,1
1,0,8,7,57,1,1,0,0,0,1
21,1,10,5,85,0,1,0,1,1,1
49,1,3,9,53,1,1,1,0,0,1
45,0,5,3,5,1,0,1,0,0,1
1,1,10,9,44,0,0,0,0,1,1
10,0,8,1,39,0,1,1,0,0,1
47,0,6,3,22,0,1,1,1,1,1
32,1,4,4,97,1,0,1,1,0,1
39,0,4,6,41,0,1,1,0,0,1
22,1,4,10,37,1,1,0,0,1,1
18,1,6,8,15,0,1,0,1,0,1
48,0,7,7,73,1,0,0,0,0,1
46,0,5,8,46,1,0,1,0,1,1
32,0,10,6,20,0,0,0,0,1,1
27,1,8,6,73,1,1,0,0,1,1
28,1,7,6,74,0,1,0,0,0,1
18,0,8,3,20,0,1,1,1,0,1
39,1,4,10,24,0,1,1,1,0,1
49,1,8,4,60,1,0,1,1,1,1
29,0,6,6,97,1,0,1,1,1,1
18,0,3,7,53,1,1,1,0,1,1
44,0,8,3,94,1,0,0,1,0,1
8,0,7,4,90,0,1,0,0,1,1
31,0,10,6,88,1,1,1,0,1,1
34,0,5,1,59,0,0,0,1,0,1
7,0,4,7,41,1,0,0,1,1,1
36,0,1,1,60,1,1,0,0,1,1
18,0,10,10,31,1,1,0,1,1,1
38,0,3,9,52,1,0,1,0,0,1
9,1,2,10,43,0,0,0,0,1,1
9,1,8,9,10,1,0,1,0,0,1
46,0,8,9,46,0,1,1,1,1,1
8,1,5,4,89,0,0,1,0,1,1
35,1,5,2,59,1,0,1,1,0,1
18,1,4,7,35,1,0,0,1,1,1
5,1,1,4,100,0,1,1,1,1,1
14,1,1,5,59,1,0,0,0,0,1
28,1,6,1,32,1,0,0,0,1,1
30,0,4,10,96,0,0,1,0,0,1
4,0,4,6,41,1,0,1,1,0,1
39,1,3,7,99,1,1,1,0,1,1
20,1,9,3,12,1,0,1,0,0,1
25,0,3,10,13,0,1,1,1,0,1
28,1,8,2,57,0,0,0,0,1,1
12,1,2,10,100,0,0,0,0,1,1
2,1,4,7,39,1,0,1,1,0,1
43,1,1,1,64,1,0,1,0,0,1
14,1,5,2,4,0,0,1,0,1,1
22,0,2,3,29,1,0,1,0,1,1
31,0,1,4,81,0,1,1,0,0,1
23,1,1,5,44,0,1,1,0,1,1
48,0,2,4,100,1,1,0,1,0,1
20,1,5,10,57,0,1,0,0,1,1
38,1,9,3,38,1,1,1,0,1,1
4,1,6,1,11,1,0,1,0,1,1
15,1,4,7,33,1,0,1,0,1,1
24,1,3,10,13,0,0,1,0,1,1
25,1,8,6,37,1,0,0,0,0,1
1,1,3,2,15,1,1,0,1,0,1
7,1,1,2,60,1,1,1,1,1,1
31,1,4,3,58,1,0,0,1,0,1
12,0,5,8,74,0,0,1,0,1,1
42,1,5,8,96,0,1,0,0,0,1
5,0,5,10,78,1,1,0,0,1,1
44,0,8,10,73,1,0,1,1,0,1
50,1,8,10,66,0,1,1,1,1,1
42,0,4,10,10,1,0,0,1,0,1
38,1,9,8,10,1,0,0,1,1,1
12,1,1,7,15,0,1,0,1,0,1
39,1,5,2,37,0,1,0,0,1,1
18,1,5,1,29,1,0,0,1,1,1
2,0,5,6,40,0,1,1,1,0,1
10,0,8,8,0,0,1,1,1,0,1
15,1,9,1,37,1,0,0,1,0,1
30,0,3,3,97,1,0,0,1,1,1
44,0,9,1,59,0,0,0,0,0,1
17,0,8,10,18,1,1,1,0,0,1
4,1,3,9,97,1,0,1,1,0,1
7,0,2,7,58,0,0,1,0,0,1
41,0,4,8,99,1,0,0,1,1,1
31,0,2,9,67,0,1,0,0,0,1
39,1,4,3,9,0,1,1,1,1,1
34,0,5,10,16,1,0,1,1,1,1
6,0,2,2,79,0,1,1,1,1,1
50,1,8,6,84,1,1,1,0,0,1
38,0,1,5,91,1,0,0,1,1,1
45,1,3,4,71,1,1,1,0,1,1
34,1,7,6,28,1,1,0,1,0,1
44,1,10,6,5,0,0,0,1,1,1
15,1,1,3,93,1,1,0,0,0,1
14,1,2,2,65,0,1,0,1,0,1
6,1,3,9,62,1,1,0,0,1,1
50,0,2,8,30,1,1,0,1,0,1
37,1,2,4,24,0,1,0,0,1,1
50,0,6,6,86,0,0,1,0,1,1
32,0,7,3,20,1,0,1,1,1,1
3,1,6,8,15,0,1,1,1,0,1
3,0,6,3,3,0,0,1,1,0,1
22,0,9,2,45,0,0,0,1,0,1
22,0,8,7,7,1,0,0,0,0,1
10,1,8,3,5,1,0,0,0,1,1
3,0,6,9,52,1,1,0,0,1,1
12,0,5,3,63,0,1,1,0,1,1
29,1,9,8,90,1,1,0,0,0,1
48,0,2,2,50,1,0,1,1,1,1
17,0,7,9,99,0,1,0,1,1,1
7,0,6,1,99,1,0,1,0,1,1
13,1,7,3,62,1,1,1,1,0,1
2,0,4,2,87,1,1,1,0,0,1
4,0,9,7,5,0,0,0,0,0,1
10,1,7,5,61,0,1,1,1,0,1
39,1,2,8,32,1,0,1,0,0,1
24,1,4,2,1,1,1,0,1,0,1
17,0,5,8,40,0,0,0,1,1,1
6,1,2,7,15,0,0,1,0,1,1
19,1,10,5,58,0,0,0,0,1,1
5,1,8,2,8,1,1,1,0,1,1
32,0,1,10,68,1,1,0,1,0,1
10,1,3,7,9,0,0,1,0,1,1
9,1,1,10,93,0,0,0,0,0,1
27,1,5,4,6,1,0,0,1,0,1
13,1,8,4,92,0,1,1,1,1,1
19,1,7,8,65,1,0,1,1,0,1
21,0,9,6,19,0,1,0,1,0,1
24,0,2,9,62,1,1,0,1,1,1
38,1,8,2,3,0,1,1,1,1,1
4,1,8,5,27,1,0,0,0,1,1
24,1,6,6,71,0,1,0,1,1,1
35,0,3,8,34,1,0,1,1,1,1
3,0,2,4,1,1,0,0,0,1,0
4,0,8,7,40,1,1,0,1,1,1
37,0,6,7,27,0,1,1,0,0,1
40,1,4,4,74,1,0,1,0,0,1
48,1,5,1,99,1,1,0,0,1,1
35,1,5,3,72,1,1,0,0,0,1
31,1,9,2,0,0,1,1,1,0,1
44,0,9,3,26,0,1,1,1,0,1
25,1,8,5,66,0,0,1,1,1,1
40,0,8,1,38,1,1,1,1,0,1
13,0,2,5,72,0,1,1,1,0,1
4,1,3,2,39,1,1,0,0,1,1
46,0,8,4,27,0,1,0,1,0,1
14,0,5,6,84,0,1,0,1,1,1
13,1,7,9,91,0,1,1,1,0,1
27,0,8,10,23,1,1,1,1,0,1
6,0,6,6,81,1,1,1,0,0,1
17,1,5,10,50,0,1,0,0,0,1
36,0,8,2,55,0,0,0,0,0,1
40,0,1,8,72,1,0,1,0,1,1
49,1,1,5,25,1,1,0,0,0,1
35,0,1,9,87,1,1,1,0,1,1
17,1,3,10,51,1,0,0,0,1,1
41,0,10,9,5,0,0,0,1,1,1
2,0,6,4,58,0,1,1,1,1,1
13,1,6,1,11,0,0,1,1,0,1
2,1,5,9,62,1,0,1,0,1,1
28,0,7,9,35,1,0,1,1,1,1
43,1,5,8,8,0,0,1,1,0,1
26,0,2,5,73,0,0,0,0,0,1
22,1,4,5,66,0,0,0,1,1,1
47,0,1,10,28,0,0,0,1,1,1
43,0,7,6,70,0,0,1,0,0,1
3,0,4,1,89,1,1,1,0,1,1
35,0,4,9,7,0,0,1,0,1,1
12,0,4,5,42,1,1,0,1,1,1
24,1,3,7,76,1,0,1,0,1,1
5,1,8,8,34,1,1,1,1,0,1
20,0,4,5,82,0,1,0,1,0,1
39,0,8,3,21,1,1,0,1,0,1
39,1,9,6,79,0,1,1,1,1,1
13,1,1,7,78,0,0,0,1,0,1
41,1,4,4,65,1,1,0,1,0,1
45,1,6,9,20,0,0,1,0,1,1
12,1,8,4,93,1,1,0,1,1,1
13,0,6,10,70,0,0,0,1,1,1
10,0,6,2,94,0,1,1,1,1,1
33,1,10,9,40,1,0,0,0,0,1
40,1,4,4,40,1,0,0,1,1,1
16,1,9,4,48,0,1,0,0,1,1
45,1,7,10,98,1,0,1,0,0,1
35,1,6,1,3,1,0,1,0,0,1
3,1,1,2,97,0,1,0,1,0,1
5,1,2,3,64,1,0,1,1,0,1
26,1,6,7,9,1,1,0,0,1,1
11,1,1,9,93,0,1,0,0,0,1
7,0,5,5,95,1,0,1,0,0,1
10,1,1,4,66,0,1,1,0,0,1
42,1,3,2,9,1,1,1,1,0,1
34,0,7,7,72,0,0,1,0,0,1
3,0,5,6,16,1,0,0,1,0,1
8,0,10,7,66,0,0,0,0,1,1
31,1,1,8,90,0,1,0,0,1,1
11,1,1,9,52,0,1,1,1,0,1
45,1,8,10,34,1,0,1,0,0,1
7,1,9,5,3,0,0,1,0,0,1
45,0,7,5,67,0,0,1,1,1,1
2,1,3,4,95,1,0,0,1,0,1
6,1,6,3,10,0,0,0,1,0,1
41,0,3,7,43,0,0,1,0,0,1
32,1,10,5,59,0,0,1,1,0,1
20,1,4,7,69,0,0,0,1,0,1
34,1,4,2,61,1,0,1,1,1,1
50,1,3,9,98,1,0,1,0,0,1
16,0,10,9,31,1,1,0,1,1,1
25,0,6,9,45,0,1,0,0,0,1
12,0,5,5,22,1,1,0,1,0,1
7,0,9,10,36,0,0,1,0,1,1
39,1,9,9,89,0,0,1,0,1,1
17,1,3,1,97,1,1,1,1,0,1
45,1,9,2,74,0,1,1,0,0,1
11,0,3,10,57,0,1,1,1,1,1
6,0,4,5,84,1,0,0,0,1,1
23,0,1,5,42,1,0,0,0,1,1
27,1,5,6,87,0,1,0,0,1,1
46,1,9,8,14,0,0,0,0,0,1
6,0,2,1,66,0,1,1,0,0,1
38,0,4,10,1,0,1,0,0,1,1
2,1,10,9,70,1,1,0,1,0,1
22,1,2,4,4,1,0,0,1,1,1
20,1,8,8,52,0,1,0,1,0,1
25,0,9,5,44,1,0,1,0,1,1
15,0,3,1,92,0,1,1,0,0,1
49,0,9,9,40,1,1,0,1,1,1
29,0,6,8,62,1,0,1,0,1,1
8,1,6,5,95,0,0,0,1,1,1
37,1,7,4,93,1,1,0,1,1,1
49,1,5,8,71,0,0,0,1,0,1
33,0,6,9,31,1,1,1,0,1,1
22,1,1,7,1,1,1,0,1,0,1
50,1,3,4,9,0,0,1,0,0,1
47,1,9,7,42,1,1,1,1,1,1
5,1,5,6,42,1,1,1,0,1,1
39,1,5,3,100,0,1,1,0,0,1
18,0,8,10,66,1,1,0,1,0,1
38,1,2,3,22,1,1,1,0,0,1
37,1,7,1,97,0,1,0,0,0,1
30,0,9,5,81,0,1,0,1,1,1
31,0,7,8,96,1,0,1,1,0,1
10,1,5,6,96,1,0,0,1,1,1
15,1,6,8,59,0,1,0,0,0,1
42,1,4,7,80,0,1,1,1,0,1
48,1,7,2,5,1,0,1,0,0,1
44,0,1,8,12,1,1,1,1,1,1
18,1,4,4,20,0,0,1,1,1,1
23,0,3,5,94,1,0,0,1,0,1
33,1,4,8,57,1,0,0,1,0,1
16,1,1,5,84,0,1,1,0,0,1
38,1,2,5,96,1,1,1,0,1,1
35,0,9,6,27,1,0,0,0,0,1
34,1,7,7,69,0,0,0,1,1,1
28,1,6,9,7,1,1,1,0,1,1
2,0,2,7,76,1,1,1,0,0,1
30,1,1,6,97,0,0,1,0,0,1
13,0,2,10,57,0,0,1,0,1,1
41,1,7,4,39,0,0,1,0,1,1
16,0,2,10,85,1,1,1,1,0,1
5,0,3,2,0,1,1,1,0,1,1
28,0,8,9,76,1,0,0,0,0,1
39,1,7,10,64,1,1,0,1,0,1
45,0,9,5,9,0,1,0,0,1,1
20,0,4,5,59,0,0,0,1,0,1
24,1,7,3,68,0,1,0,0,1,1
27,0,1,3,19,1,1,0,0,1,1
30,1,2,1,61,0,0,1,0,0,1
45,1,7,5,12,1,0,1,1,0,1
27,0,2,3,57,1,1,1,0,1,1
26,0,6,2,36,1,1,1,1,1,1
7,1,10,9,9,0,0,1,1,0,1
42,0,9,10,2,1,1,0,0,1,1
47,0,5,6,33,1,0,0,0,1,1
38,0,10,3,33,0,0,0,0,0,1
5,0,7,7,29,0,0,0,1,1,1
23,1,1,9,36,1,1,0,0,0,1
28,1,8,9,67,1,0,0,1,0,1
34,0,9,1,33,1,1,0,1,1,1
15,1,5,2,31,0,0,0,0,0,1
32,0,6,8,84,0,0,1,1,0,1
26,0,8,1,57,0,1,0,1,1,1
48,0,4,3,23,0,0,1,0,0,1
31,0,2,7,8,0,0,1,0,1,1
19,1,10,8,40,1,1,1,1,1,1
9,0,8,5,23,1,1,0,0,0,1
29,1,2,2,24,1,0,0,1,1,1
39,0,5,3,35,1,0,0,1,1,1
4,1,6,9,7,0,1,0,1,1,1
3,1,5,10,92,0,0,0,1,0,1
29,1,6,7,88,1,0,0,1,0,1
11,1,6,1,58,1,0,1,0,0,1
33,0,3,3,34,0,1,0,0,1,1
38,1,3,9,37,1,1,0,1,1,1
11,0,9,7,91,1,1,0,0,1,1
27,1,3,2,82,0,1,0,0,0,1
33,1,3,6,31,1,0,0,0,0,1
21,1,2,9,100,0,1,0,0,1,1
39,0,7,4,50,1,1,1,1,1,1
31,1,10,10,27,1,1,0,1,1,1
38,0,10,2,55,1,1,0,0,0,1
46,0,4,3,98,0,0,0,1,0,1
2,0,1,7,7,0,1,1,1,0,1
27,1,6,4,40,0,1,1,1,1,1
36,1,5,7,22,0,0,1,1,0,1
11,1,2,5,53,0,0,1,1,1,1
47,1,6,8,22,0,1,0,0,0,1
18,1,1,8,31,1,1,0,1,0,1
1,1,3,5,9,1,1,0,1,0,1
35,1,4,7,80,1,0,1,1,0,1
35,0,3,6,34,1,1,0,0,1,1
31,1,6,8,98,0,0,0,0,1,1
28,0,4,9,62,1,0,1,1,1,1
39,0,1,5,66,0,0,0,1,0,1
1,1,5,7,35,1,0,1,0,1,1
25,1,5,1,92,1,1,0,1,0,1
43,0,9,8,48,0,0,1,0,1,1
38,0,8,3,45,0,1,0,1,1,1
20,1,8,1,26,1,0,1,1,0,1
3,0,5,6,30,0,1,1,1,1,1
2,0,8,8,33,0,1,1,1,0,1
18,0,10,3,75,1,1,1,0,1,1
44,0,7,1,100,0,0,1,1,0,1
10,1,1,3,58,0,0,0,0,0,1
5,1,7,5,53,0,1,0,0,1,1
9,0,8,8,88,1,0,0,0,1,1
2,0,3,9,65,0,1,1,0,0,1
34,0,9,9,29,0,0,1,0,0,1
38,1,8,4,72,0,0,0,1,0,1
31,1,2,8,22,1,0,1,0,1,1
10,0,6,5,8,1,1,0,0,1,1
50,0,4,3,83,1,1,0,1,1,1
12,0,3,5,54,0,0,1,0,0,1
36,1,6,2,0,1,1,0,0,0,1
21,0,10,6,55,0,0,1,1,0,1
49,0,9,1,38,1,1,1,0,1,1
47,0,2,6,86,1,1,1,0,1,1
6,0,10,5,17,0,1,0,1,0,1
48,0,10,9,41,0,0,0,0,0,1
49,1,10,7,95,0,1,1,0,0,1
3,1,5,6,72,0,0,0,1,1,1
10,1,6,7,74,0,0,1,1,1,1
5,0,4,10,64,0,0,0,0,1,1
46,1,7,5,74,0,1,1,1,1,1
26,0,2,1,32,1,1,1,0,1,1
21,1,7,9,29,1,0,0,0,0,1
45,1,2,5,4,1,1,0,1,0,1
26,0,1,4,49,0,0,1,0,0,1
38,0,5,6,64,1,0,0,1,1,1
44,0,2,5,9,0,0,1,1,1,1
26,1,8,1,59,1,1,0,1,1,1
8,0,8,2,76,1,1,0,1,1,1
5,1,1,4,26,0,1,1,1,0,1
15,1,4,8,71,1,0,0,0,1,1
16,1,9,5,27,1,1,0,0,0,1
1,0,5,7,44,1,0,0,0,1,1
16,0,10,2,51,1,0,0,1,0,1
37,0,6,8,65,1,1,0,1,1,1
3,1,3,5,61,0,1,0,1,0,1
47,1,5,4,75,0,0,1,1,1,1
31,0,1,9,90,1,0,0,1,0,1
13,1,8,6,76,0,1,0,0,0,1
16,1,6,4,59,0,1,1,1,0,1
43,1,2,8,85,1,0,0,1,1,1
21,0,4,3,39,0,1,1,1,0,1
2,1,4,10,14,0,1,0,0,0,1
27,1,9,2,94,0,0,0,0,0,1
38,0,9,7,6,1,1,0,0,1,1
26,0,5,4,38,1,0,1,1,1,1
38,0,3,4,50,1,1,0,1,1,1
46,0,1,10,98,1,0,1,1,1,1
25,0,6,9,6,1,0,0,0,1,1
11,0,8,2,11,1,1,0,1,1,1
8,1,1,1,13,1,1,1,1,0,1
8,1,1,7,33,0,1,0,0,1,1
33,1,7,8,38,1,1,1,0,1,1
7,1,7,3,72,0,0,0,0,1,1
38,0,2,2,63,1,1,1,0,1,1
21,1,3,4,96,1,1,1,0,1,1
8,0,2,2,11,1,0,1,0,0,1
21,0,6,2,33,1,0,0,0,1,1
20,1,8,5,26,0,0,1,0,0,1
8,1,8,10,21,1,1,1,1,1,1
46,0,1,5,17,0,0,0,0,0,1
31,0,9,8,45,0,1,1,1,1,1
50,0,8,9,43,0,0,0,0,1,1
29,0,9,2,17,1,1,1,1,1,1
48,1,9,1,36,1,0,1,1,1,1
9,0,6,3,6,0,0,1,1,0,1
15,1,3,6,67,1,1,1,1,0,1
30,0,1,5,79,1,1,1,0,0,1
26,0,8,8,85,1,1,1,0,1,1
10,0,10,8,59,0,0,0,1,1,1
29,1,3,2,47,0,1,0,1,1,1
16,0,7,9,50,0,0,0,0,0,1
36,1,10,4,99,0,1,0,0,1,1
20,1,6,1,83,0,1,0,0,0,1
45,1,3,2,94,1,0,0,1,1,1
37,0,6,6,51,0,0,1,1,1,1
22,1,3,5,96,0,1,1,0,1,1
7,1,9,7,76,0,0,1,0,0,1
23,0,1,9,51,0,1,0,1,1,1
41,0,8,6,83,1,1,0,0,0,1
40,1,5,6,53,1,1,1,0,0,1
29,1,4,2,40,0,1,1,0,1,1
16,0,1,7,41,1,1,0,1,1,1
38,1,9,2,21,0,1,0,1,0,1
28,1,9,7,38,0,1,1,0,0,1
48,1,5,8,22,0,1,0,1,1,1
38,0,9,1,47,1,1,0,0,1,1
31,1,10,9,32,1,1,0,1,0,1
14,0,9,8,40,0,1,1,0,0,1
33,0,7,9,29,0,0,0,1,0,1
9,0,8,5,77,0,0,1,1,1,1
27,1,1,4,46,1,1,1,1,1,1
24,0,4,1,99,0,1,0,0,1,1
13,1,10,9,56,0,1,1,0,1,1
26,0,10,4,71,1,1,1,1,0,1
29,1,4,4,56,0,0,1,0,0,1
49,1,9,4,61,1,0,1,0,1,1
43,1,3,2,85,0,0,1,1,0,1
28,0,10,4,56,1,1,1,0,0,1
28,1,10,2,67,0,0,0,1,0,1
8,1,1,8,98,0,0,0,0,0,1
23,0,5,7,71,1,0,0,1,1,1
29,0,7,10,97,0,0,1,1,1,1
5,1,4,2,85,1,0,0,1,1,1
42,0,9,2,24,0,1,0,0,0,1
7,0,6,2,88,1,0,1,1,0,1
42,0,6,1,39,0,0,1,1,0,1
36,1,3,6,16,1,0,0,1,1,1
41,0,10,6,79,1,1,0,1,0,1
27,1,10,1,47,0,0,0,0,0,1
46,0,5,1,38,0,0,1,0,0,1
2,0,10,6,14,1,1,0,1,0,1
25,1,6,6,16,1,1,0,0,0,1
9,0,4,4,34,1,0,1,0,0,1
27,0,3,3,32,0,0,1,0,1,1
1,0,5,9,17,1,0,1,0,1,1
23,0,7,6,29,1,1,0,1,0,1
10,1,6,1,86,1,1,1,1,0,1
42,1,2,3,36,0,0,1,0,0,1
25,1,1,1,6,0,0,1,1,0,1
3,1,5,3,73,0,0,1,1,0,1
6,1,5,2,79,1,0,1,0,1,1
6,1,6,5,27,1,0,0,0,0,1
2,1,3,3,86,0,0,0,1,0,1
18,0,1,7,97,0,0,0,0,0,1
23,1,4,8,17,0,0,0,1,1,1
2,1,4,7,46,0,1,0,1,0,1
12,1,10,2,22,1,0,1,0,0,1
22,0,2,10,19,0,0,0,0,0,1
37,1,8,10,30,0,1,1,0,0,1
20,1,6,7,13,1,1,0,0,0,1
39,1,3,10,22,1,1,0,1,0,1
24,0,1,3,1,0,0,0,0,0,1
48,1,3,7,28,0,0,1,1,1,1
20,0,8,1,49,0,0,0,0,1,1
1,0,4,2,72,0,1,1,0,1,1
1,0,3,10,58,1,0,0,0,1,1
17,0,4,1,32,0,0,1,0,1,1
1,1,4,9,47,0,0,0,0,0,1
45,0,2,2,43,0,0,1,0,0,1
30,0,4,2,11,0,1,1,1,0,1
41,1,9,6,82,1,0,0,1,0,1
47,0,4,7,41,0,0,0,0,1,1
3,0,1,2,83,1,0,0,0,1,1
46,0,1,4,100,0,0,0,0,1,1
11,0,1,3,94,0,1,0,0,0,1
24,0,5,5,34,0,0,1,1,1,1
22,0,6,9,40,1,1,0,1,0,1
44,1,6,2,84,1,0,0,1,1,1
45,1,6,5,54,0,0,0,1,1,1
26,1,9,8,12,1,1,0,1,0,1
13,1,1,6,38,1,1,1,0,0,1
1,0,10,4,90,0,0,1,0,0,1
24,0,6,10,88,1,1,1,1,0,1
10,0,8,8,65,1,0,1,1,0,1
35,1,8,3,34,1,0,1,0,1,1
24,1,3,4,71,1,1,1,0,0,1
28,0,5,9,32,1,0,1,0,1,1
36,0,10,5,88,0,0,1,1,0,1
16,1,4,6,84,0,1,0,0,0,1
40,1,1,2,35,0,1,0,1,1,1
16,1,9,9,12,1,0,0,1,0,1
17,1,5,8,55,0,0,1,1,0,1
15,0,2,7,45,1,0,1,1,1,1
16,1,2,9,72,0,1,0,1,0,1
15,1,7,5,98,1,0,0,1,0,1
34,0,4,5,45,1,0,0,1,0,1
11,0,1,9,99,1,1,1,1,0,1
1,0,5,5,43,0,0,1,1,0,1
15,1,2,9,45,1,1,1,1,1,1
26,1,7,1,73,0,1,1,0,0,1
4,1,9,10,68,1,0,1,0,0,1
